,title,price,type,beds,studio,baths,area,location,handover,payment,offplan,verified_plan,agent_plan
137,"3 B/R Apt with Parking | Pool, Gym and Sauna","155,000",Apartment,3,,4,"1,897 sqft","Al Falasi Residence, Al Mankhool, Bur Dubai, Dubai",,,,on 21st of April 2025,TruBroker™
138,1 B/R with Balcony | Pool & Gym | JVC,"71,000",Apartment,1,,2,840 sqft,"Emerald Tower, JVC District 18, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,
139,Brand New 2 B/R with 3 Balconies| Pool & Gym,"110,000",Apartment,2,,2,"1,431 sqft","Al Naim Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,
140,"3 B/R Apt with Parking | Pool, Gym and Sauna","150,000",Apartment,3,,3,"1,897 sqft","Al Falasi Residence, Al Mankhool, Bur Dubai, Dubai",,,,on 21st of April 2025,TruBroker™
141,🏡 Spacious Unit | ✨ Well-Maintained | 🌆 Open View,"67,000",Apartment,1,,2,743 sqft,"Central Park Tower, JVC District 12, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,
142,2bhk I| Two Bedroom |I Azizi Riviera I| Unfurnished I| Spacious |I Big Layout,"120,000",Apartment,2,,2,996 sqft,"Azizi Riviera, Meydan One, Meydan City, Dubai",,,,on 21st of April 2025,
143,Biggest Layout | Spacious 1 Bedroom | Vacant unit,"81,999",Apartment,1,,2,899 sqft,"Binghatti Galaxy Tower A, Binghatti Galaxy, JVC District 11, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,TruBroker™
144,"3 B/R Apt with Parking | Pool, Gym and Sauna","155,000",Apartment,3,,4,"1,897 sqft","Al Falasi Residence, Al Mankhool, Bur Dubai, Dubai",,,,on 21st of April 2025,TruBroker™
145,1 B/R with Balcony | Pool & Gym | JVC,"71,000",Apartment,1,,2,840 sqft,"Emerald Tower, JVC District 18, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,
146,Brand New 2 B/R with 3 Balconies| Pool & Gym,"110,000",Apartment,2,,2,"1,431 sqft","Al Naim Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,
147,"3 B/R Apt with Parking | Pool, Gym and Sauna","150,000",Apartment,3,,3,"1,897 sqft","Al Falasi Residence, Al Mankhool, Bur Dubai, Dubai",,,,on 21st of April 2025,TruBroker™
148,🏡 Spacious Unit | ✨ Well-Maintained | 🌆 Open View,"67,000",Apartment,1,,2,743 sqft,"Central Park Tower, JVC District 12, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,
149,2bhk I| Two Bedroom |I Azizi Riviera I| Unfurnished I| Spacious |I Big Layout,"120,000",Apartment,2,,2,996 sqft,"Azizi Riviera, Meydan One, Meydan City, Dubai",,,,on 21st of April 2025,
150,Biggest Layout | Spacious 1 Bedroom | Vacant unit,"81,999",Apartment,1,,2,899 sqft,"Binghatti Galaxy Tower A, Binghatti Galaxy, JVC District 11, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,TruBroker™
151,🔥 Exclusive 2BHK Apartment | Brand New | Best Deal | Gated Community 🔥,"88,000",Apartment,2,,2,"1,209 sqft","Woroud 4, Woroud, UpTown Al Zahia, Al Zahia, Muwaileh, Sharjah",,,,on 21st of April 2025,
152,🔥 Best Deal 🔥 Furnished Studio Apartment 🔥 Gated Community 🔥 Pool 🔥 Gym 🔥,"39,990",Apartment,,Studio,1,401 sqft,"Zohour 4, Zohour, UpTown Al Zahia, Al Zahia, Muwaileh, Sharjah",,,,on 21st of April 2025,
153,🔥 Limited Offer 🔥 Brand New 🔥 01BHK Apartment 🔥 Gated Community 🔥,"60,995",Apartment,1,,2,885 sqft,"Woroud 4, Woroud, UpTown Al Zahia, Al Zahia, Muwaileh, Sharjah",,,,on 21st of April 2025,
154,Hot Offer 🔥Lavish 🔥1bhk 🔥Balcony🔥Gym🔥Swimming pool🔥2 Cheques🔥,"48,998",Apartment,1,,1,850 sqft,"Zohour 3, Zohour, UpTown Al Zahia, Al Zahia, Muwaileh, Sharjah",,,,on 21st of April 2025,
155,2 B/R with Balcony | Pool & Gym,"74,000",Apartment,2,,2,"1,202 sqft","Chez Moi Residency, International City Phase 2 (Warsan 4), International City, Dubai",,,,on 21st of April 2025,
156,2 B/R with Balcony | Pool & Gym | Near Burjuman,"96,000",Apartment,2,,2,"1,301 sqft","New Al Salam Building, Al Mankhool, Bur Dubai, Dubai",,,,on 21st of April 2025,
157,2 B/R with Balcony & Laundry | Pool & Gym,"83,000",Apartment,2,,3,"1,155 sqft","Ramool New Building 2, Umm Ramool, Dubai",,,,on 21st of April 2025,
158,Modern Living | Fully Furnished | Ready to Move,"50,000",Apartment,,Studio,1,452 sqft,"O2 Tower, JVC District 14, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,TruBroker™
159,Brand new 5bhk villa with maids +drivers room rent just 175k in 4 chqs Hoshi,"175,000",Villa,5,,8,"5,000 sqft","Hoshi, Sharjah",,,,on 21st of April 2025,
160,Brand New Bldg | with Equipped Kitchen,"48,000",Apartment,1,,1,506 sqft,"Masar Building, International City Phase 2 (Warsan 4), International City, Dubai",,,,on 21st of April 2025,
161,Spectacular City + Canal Views | Luxury Finishes,"155,000",Apartment,1,,2,972 sqft,"Canal Front Residences 9, Canal Front Residences, Al Wasl, Dubai",,,,on 21st of April 2025,TruBroker™
162,Chiller Free | Kitchen Equipped | 12 Cheques,"75,000",Apartment,1,,2,"1,146 sqft","Al Yousuf Towers, JVC District 12, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,
163,🚨 LUXURY UNIT 💥 FULLY FURNISHED 💥 BILLING INCLUDED 💥 PRIME LOCATION 🚨,"85,000",Apartment,1,,2,640 sqft,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",,,,on 21st of April 2025,TruBroker™
164,Upgraded Interior| Modern | Spacious| Beach Access,"235,000",Apartment,2,,2,"1,934 sqft","Sadaf 1, Sadaf, Jumeirah Beach Residence (JBR), Dubai",,,,on 20th of April 2025,TruBroker™
165,No Commission | Brand New Building | Elegant Layout | Balcony | All Amenities,"119,999",Apartment,2,,3,"1,453 sqft","Golden Sands 14, Al Mankhool, Bur Dubai, Dubai",,,,on 20th of April 2025,TruBroker™
166,Modern Studio\\ Pool View\\ Marvelous Layout,"49,999",Apartment,,Studio,1,303 sqft,"Azizi Riviera, Meydan One, Meydan City, Dubai",,,,on 20th of April 2025,
167,Close To Metro || 2 Bhk || Huge Sizes || Garden View,"65,000",Apartment,2,,2,913 sqft,"AR1 Tower, Al Nahda 1, Al Nahda (Dubai), Dubai",,,,on 20th of April 2025,
